Date/Time CET/CEST;Date/Time UTC;MBA;Production Total [MWh];Hydro [MWh];Nuclear [MWh];Solar [MWh];Thermal [MWh];Wind Onshore [MWh];Wind Offshore [MWh];Energy Storage [MWh];Other [MWh]
07.01.2024/21:00;07.01.2024/20:00;SE1, SE2, SE3, SE4;22509,522382;8139,646117;6315,81;1,229602;1063,361269;6982,852961;0;0;6,622433
07.01.2024/22:00;07.01.2024/21:00;SE1, SE2, SE3, SE4;22025,420995;7472,51042;6314,79;1,187084;1001,982706;7228,883168;0;0;6,067617
07.01.2024/23:00;07.01.2024/22:00;SE1, SE2, SE3, SE4;22036,11992;7291,417225;6316,56;1,485342;1009,402046;7412,515975;0;0;4,739332
08.01.2024/00:00;07.01.2024/23:00;SE1, SE2, SE3, SE4;22095,025025;7076,481299;6317,44;1,265265;1021,644918;7675,755083;0;0;2,43846
08.01.2024/01:00;08.01.2024/00:00;SE1, SE2, SE3, SE4;22060,669051;7147,787616;6318,06;1,17812;1027,04351;7566,044052;0;0;0,555753
08.01.2024/02:00;08.01.2024/01:00;SE1, SE2, SE3, SE4;22072,382933;7441,46712;6317,91;0,952177;1029,823482;7281,615853;0;0;0,614301
08.01.2024/03:00;08.01.2024/02:00;SE1, SE2, SE3, SE4;22129,089516;7656,677181;6318,03;0,95485;1027,14652;7124,460359;0;0;1,820606
08.01.2024/04:00;08.01.2024/03:00;SE1, SE2, SE3, SE4;22093,824322;7555,543572;6318,21;1,003402;1098,463295;7118,514893;0;0;2,08916
08.01.2024/05:00;08.01.2024/04:00;SE1, SE2, SE3, SE4;22471,167936;7632,715237;6318,43;1,106926;1199,499085;7314,566619;0;0;4,850069
08.01.2024/06:00;08.01.2024/05:00;SE1, SE2, SE3, SE4;23278,916989;8246,770046;6318,5;1,265169;1229,033752;7474,920023;0;0;8,427999
08.01.2024/07:00;08.01.2024/06:00;SE1, SE2, SE3, SE4;23429,061308;8485,480069;6317,64;1,728506;1269,189572;7342,484504;0;0;12,538657
08.01.2024/08:00;08.01.2024/07:00;SE1, SE2, SE3, SE4;23580,40893;8702,218318;6316,85;2,165145;1318,253924;7168,816317;0;0;72,105226
08.01.2024/09:00;08.01.2024/08:00;SE1, SE2, SE3, SE4;23564,930837;8784,859313;6317,13;9,622057;1337,640889;7031,859664;0;0;83,818914
08.01.2024/10:00;08.01.2024/09:00;SE1, SE2, SE3, SE4;23507,369004;8732,405435;6317,27;57,261317;1269,793934;7108,496958;0;0;22,14136
08.01.2024/11:00;08.01.2024/10:00;SE1, SE2, SE3, SE4;23388,961308;8594,039267;6318,46;85,016159;1289,579839;7073,269576;0;0;28,596467
08.01.2024/12:00;08.01.2024/11:00;SE1, SE2, SE3, SE4;23195,254432;8190,935403;6318,65;95,374993;1288,802812;7278,232151;0;0;23,259073
08.01.2024/13:00;08.01.2024/12:00;SE1, SE2, SE3, SE4;23314,140134;8114,714231;6317,43;81,189603;1310,701796;7472,418305;0;0;17,686199
08.01.2024/14:00;08.01.2024/13:00;SE1, SE2, SE3, SE4;23495,540502;8044,401816;6316,24;47,503287;1331,450525;7739,655237;0;0;16,289637
08.01.2024/15:00;08.01.2024/14:00;SE1, SE2, SE3, SE4;23659,792646;7687,673001;6315,82;25,871242;1321,08079;8291,004588;0;0;18,343025
08.01.2024/16:00;08.01.2024/15:00;SE1, SE2, SE3, SE4;24027,162442;7440,575431;6315,48;1,354239;1317,028229;8933,00833;0;0;19,716213
08.01.2024/17:00;08.01.2024/16:00;SE1, SE2, SE3, SE4;24531,092443;7776,663568;6315,87;1,479071;1325,567101;9091,655744;0;0;19,856959
08.01.2024/18:00;08.01.2024/17:00;SE1, SE2, SE3, SE4;24304,152826;7470,439867;6316,2;1,25834;1338,391405;9162,823015;0;0;15,040199
08.01.2024/19:00;08.01.2024/18:00;SE1, SE2, SE3, SE4;24221,79319;7343,936012;6314,09;1,022881;1337,451673;9210,457895;0;0;14,834729
08.01.2024/20:00;08.01.2024/19:00;SE1, SE2, SE3, SE4;23826,266757;7055,376346;6315,14;0,983447;1318,149816;9122,548294;0;0;14,068854
08.01.2024/21:00;08.01.2024/20:00;SE1, SE2, SE3, SE4;23397,372352;6645,181463;6315,14;1,341217;1287,731544;9133,567247;0;0;14,410881
08.01.2024/22:00;08.01.2024/21:00;SE1, SE2, SE3, SE4;23094,438941;6246,874758;6315,96;0,89455;1229,815787;9283,174095;0;0;17,719751
08.01.2024/23:00;08.01.2024/22:00;SE1, SE2, SE3, SE4;22576,943683;5706,902501;6316,87;0,931606;1135,259407;9397,461188;0;0;19,518981
09.01.2024/00:00;08.01.2024/23:00;SE1, SE2, SE3, SE4;22741,912024;5725,118139;6315,31;0,857269;1016,241893;9667,781853;0;0;16,60287
09.01.2024/01:00;09.01.2024/00:00;SE1, SE2, SE3, SE4;22468,23638;5576,769076;6315,95;0,828218;934,021467;9620,763081;0;0;19,904538
09.01.2024/02:00;09.01.2024/01:00;SE1, SE2, SE3, SE4;22137,563774;5314,794872;6316,91;0,815465;899,215658;9587,251373;0;0;18,576406
09.01.2024/03:00;09.01.2024/02:00;SE1, SE2, SE3, SE4;22143,633771;5206,627712;6316,34;0,843517;885,478446;9714,615232;0;0;19,728864
09.01.2024/04:00;09.01.2024/03:00;SE1, SE2, SE3, SE4;22291,256533;5098,918776;6315,79;0,831587;906,594857;9946,713354;0;0;22,407959
09.01.2024/05:00;09.01.2024/04:00;SE1, SE2, SE3, SE4;22517,236587;5224,659127;6316,17;0,919282;1035,625041;9914,922966;0;0;24,940171
09.01.2024/06:00;09.01.2024/05:00;SE1, SE2, SE3, SE4;22890,417474;5572,836997;6316,14;1,120149;1254,891359;9719,483965;0;0;25,945004
09.01.2024/07:00;09.01.2024/06:00;SE1, SE2, SE3, SE4;23456,174436;6040,337285;6316,23;2,298478;1360,735951;9714,3616;0;0;22,211122
09.01.2024/08:00;09.01.2024/07:00;SE1, SE2, SE3, SE4;23836,63619;6247,125699;6315,06;5,087664;1449,464756;9798,156172;0;0;21,741899
09.01.2024/09:00;09.01.2024/08:00;SE1, SE2, SE3, SE4;23744,546456;6201,521559;6314,21;5,778526;1518,709252;9680,658811;0;0;23,668308
09.01.2024/10:00;09.01.2024/09:00;SE1, SE2, SE3, SE4;23863,233316;6251,814972;6315,73;15,863706;1547,681308;9704,959596;0;0;27,183734
09.01.2024/11:00;09.01.2024/10:00;SE1, SE2, SE3, SE4;23698,600617;6246,866575;6316,22;28,996212;1572,822114;9512,900541;0;0;20,795175
09.01.2024/12:00;09.01.2024/11:00;SE1, SE2, SE3, SE4;23352,495628;6108,289168;6315,14;31,090322;1586,351967;9295,417985;0;0;16,206186
09.01.2024/13:00;09.01.2024/12:00;SE1, SE2, SE3, SE4;23229,983019;6238,397287;6314,01;22,543113;1583,410941;9060,550676;0;0;11,071002
09.01.2024/14:00;09.01.2024/13:00;SE1, SE2, SE3, SE4;23404,705896;6335,12183;6313,71;8,127596;1579,808999;9157,154376;0;0;10,783095
09.01.2024/15:00;09.01.2024/14:00;SE1, SE2, SE3, SE4;23888,82793;6570,693317;6311,55;1,849161;1575,896304;9408,904363;0;0;19,934785
09.01.2024/16:00;09.01.2024/15:00;SE1, SE2, SE3, SE4;24140,778922;6630,027497;6312,88;1,26146;1578,985152;9597,018339;0;0;20,606474
09.01.2024/17:00;09.01.2024/16:00;SE1, SE2, SE3, SE4;24254,078771;6806,454482;6311,1;2,075883;1592,265651;9521,308832;0;0;20,873923
09.01.2024/18:00;09.01.2024/17:00;SE1, SE2, SE3, SE4;24194,19145;6931,957692;6311,11;1,278331;1593,359482;9334,461565;0;0;22,02438
09.01.2024/19:00;09.01.2024/18:00;SE1, SE2, SE3, SE4;24344,422704;7014,089354;6312,3;1,044639;1590,611322;9401,886574;0;0;24,490815
09.01.2024/20:00;09.01.2024/19:00;SE1, SE2, SE3, SE4;24492,68361;6957,407496;6312,72;0,940353;1579,147601;9620,403502;0;0;22,064658
09.01.2024/21:00;09.01.2024/20:00;SE1, SE2, SE3, SE4;24032,734765;6890,380449;6314,6;1,403764;1515,390255;9287,060284;0;0;23,900013
09.01.2024/22:00;09.01.2024/21:00;SE1, SE2, SE3, SE4;23892,735883;6925,480663;6314,57;0,831727;1447,150082;9182,626205;0;0;22,077206
09.01.2024/23:00;09.01.2024/22:00;SE1, SE2, SE3, SE4;23485,903307;6639,070903;6314,88;0,93109;1300,790795;9203,636033;0;0;26,594486
10.01.2024/00:00;09.01.2024/23:00;SE1, SE2, SE3, SE4;23186,951547;6445,539564;6312,71;0,83256;1202,151287;9203,681565;0;0;22,036571
10.01.2024/01:00;10.01.2024/00:00;SE1, SE2, SE3, SE4;22867,807783;6357,65074;6312,23;0,819113;1212,585491;8956,051671;0;0;28,470768
10.01.2024/02:00;10.01.2024/01:00;SE1, SE2, SE3, SE4;22712,509843;6438,017695;6312,42;0,822821;1199,987719;8738,038429;0;0;23,223179
10.01.2024/03:00;10.01.2024/02:00;SE1, SE2, SE3, SE4;22999,921878;6327,412616;6312,85;0,77917;1206,465254;9132,554403;0;0;19,860435
10.01.2024/04:00;10.01.2024/03:00;SE1, SE2, SE3, SE4;23046,33008;6236,601495;6312,59;0,785352;1241,798938;9233,111118;0;0;21,443177
10.01.2024/05:00;10.01.2024/04:00;SE1, SE2, SE3, SE4;23105,398275;6167,549516;6313,26;0,87124;1393,443047;9210,69019;0;0;19,584282
10.01.2024/06:00;10.01.2024/05:00;SE1, SE2, SE3, SE4;23184,164413;6197,731718;6312,23;1,167967;1432,462018;9226,598757;0;0;13,973953
10.01.2024/07:00;10.01.2024/06:00;SE1, SE2, SE3, SE4;23614,62902;6705,69209;6313,72;1,944337;1456,23423;9122,276954;0;0;14,761409
10.01.2024/08:00;10.01.2024/07:00;SE1, SE2, SE3, SE4;23371,021745;6473,816914;6315,38;2,788739;1485,543563;9080,115089;0;0;13,37744
10.01.2024/09:00;10.01.2024/08:00;SE1, SE2, SE3, SE4;22996,835239;6366,024222;6316,8;9,780349;1516,518943;8774,759171;0;0;12,952554
10.01.2024/10:00;10.01.2024/09:00;SE1, SE2, SE3, SE4;22951,312349;6290,263347;6315,89;33,29368;1533,655321;8762,240799;0;0;15,969202
10.01.2024/11:00;10.01.2024/10:00;SE1, SE2, SE3, SE4;22995,140325;6268,511747;6316,54;59,494178;1457,771759;8876,56355;0;0;16,259091
10.01.2024/12:00;10.01.2024/11:00;SE1, SE2, SE3, SE4;23024,020436;6148,868537;6315,86;69,551141;1441,535332;9032,544706;0;0;15,66072
10.01.2024/13:00;10.01.2024/12:00;SE1, SE2, SE3, SE4;23497,897323;6221,742513;6314,14;53,062959;1450,977346;9440,912659;0;0;17,061846
10.01.2024/14:00;10.01.2024/13:00;SE1, SE2, SE3, SE4;23758,417519;6212,362673;6309,98;19,176417;1446,563504;9748,393696;0;0;21,941229
10.01.2024/15:00;10.01.2024/14:00;SE1, SE2, SE3, SE4;24130,539448;6065,073533;6309,9;2,469605;1454,840512;10267,647869;0;0;30,607929
10.01.2024/16:00;10.01.2024/15:00;SE1, SE2, SE3, SE4;24667,114119;6084,320375;6311,27;2,167835;1495,6009;10741,792825;0;0;31,962184
10.01.2024/17:00;10.01.2024/16:00;SE1, SE2, SE3, SE4;24731,034048;5956,828057;6312,4;2,53405;1510,007905;10918,329291;0;0;30,934745
10.01.2024/18:00;10.01.2024/17:00;SE1, SE2, SE3, SE4;24703,963414;5903,421438;6314,32;1,299669;1459,534467;10990,28861;0;0;35,09923
10.01.2024/19:00;10.01.2024/18:00;SE1, SE2, SE3, SE4;24146,470922;5565,333461;6313,43;1,115549;1276,103232;10955,875795;0;0;34,612885
10.01.2024/20:00;10.01.2024/19:00;SE1, SE2, SE3, SE4;23672,413515;5436,684711;6312,24;1,041892;1124,098501;10763,040726;0;0;35,307685
10.01.2024/21:00;10.01.2024/20:00;SE1, SE2, SE3, SE4;23269,476917;5402,762282;6314,74;1,427437;1033,1348;10481,586724;0;0;35,825674
10.01.2024/22:00;10.01.2024/21:00;SE1, SE2, SE3, SE4;23077,912463;5301,35096;6314,05;0,891749;956,996972;10468,498644;0;0;36,124138
10.01.2024/23:00;10.01.2024/22:00;SE1, SE2, SE3, SE4;22862,642481;5000,075461;6313,95;0,943892;923,682361;10588,194232;0;0;35,796535
11.01.2024/00:00;10.01.2024/23:00;SE1, SE2, SE3, SE4;22156,913416;4524,584604;6315,52;0,87161;815,73241;10467,802052;0;0;32,40274
11.01.2024/01:00;11.01.2024/00:00;SE1, SE2, SE3, SE4;21737,1556;4447,457126;6315,09;0,835749;803,725847;10138,915851;0;0;31,131027
11.01.2024/02:00;11.01.2024/01:00;SE1, SE2, SE3, SE4;21443,154483;4792,015178;6314,45;0,842741;798,805486;9516,342619;0;0;20,698459
11.01.2024/03:00;11.01.2024/02:00;SE1, SE2, SE3, SE4;21008,481447;5125,280263;6313,51;0,895103;827,250014;8716,870903;0;0;24,675164
11.01.2024/04:00;11.01.2024/03:00;SE1, SE2, SE3, SE4;20932,285023;5386,5351;6313,32;0,948919;862,739673;8335,907639;0;0;32,833692
11.01.2024/05:00;11.01.2024/04:00;SE1, SE2, SE3, SE4;21463,469551;6305,580975;6313,43;1,013108;928,145156;7880,688296;0;0;34,612016
11.01.2024/06:00;11.01.2024/05:00;SE1, SE2, SE3, SE4;22518,109556;7657,950466;6312,89;1,274955;1039,291813;7471,823805;0;0;34,878517
11.01.2024/07:00;11.01.2024/06:00;SE1, SE2, SE3, SE4;23961,456427;9383,19002;6313,45;1,633962;1203,699426;7027,232453;0;0;32,250566
11.01.2024/08:00;11.01.2024/07:00;SE1, SE2, SE3, SE4;24243,166092;10161,624705;6314,98;2,12247;1392,566505;6336,960322;0;0;34,91209
11.01.2024/09:00;11.01.2024/08:00;SE1, SE2, SE3, SE4;24269,196036;10657,671986;6314,77;15,920943;1451,644234;5788,659221;0;0;40,529652
11.01.2024/10:00;11.01.2024/09:00;SE1, SE2, SE3, SE4;23780,473218;10962,849835;6316,41;61,877552;1498,529339;4876,323326;0;0;64,483166
11.01.2024/11:00;11.01.2024/10:00;SE1, SE2, SE3, SE4;23305,937242;11389,311206;6316,09;114,056667;1544,973813;3919,593015;0;0;21,912541
11.01.2024/12:00;11.01.2024/11:00;SE1, SE2, SE3, SE4;22869,231517;11713,332458;6315,45;135,511738;1574,259938;3117,959378;0;0;12,718005
11.01.2024/13:00;11.01.2024/12:00;SE1, SE2, SE3, SE4;22291,667617;11677,455003;6314,14;109,40818;1596,289001;2579,508502;0;0;14,866931
11.01.2024/14:00;11.01.2024/13:00;SE1, SE2, SE3, SE4;22096,350387;11693,285499;6317,65;44,006751;1572,388932;2463,48463;0;0;5,534575
11.01.2024/15:00;11.01.2024/14:00;SE1, SE2, SE3, SE4;22109,415925;11512,41187;6317,11;4,369999;1594,533647;2665,829464;0;0;15,160945
11.01.2024/16:00;11.01.2024/15:00;SE1, SE2, SE3, SE4;22176,289992;11242,140414;6318,01;1,590854;1606,739881;2999,025802;0;0;8,783041
11.01.2024/17:00;11.01.2024/16:00;SE1, SE2, SE3, SE4;22534,494231;11013,610118;6318,06;2,086262;1651,485938;3542,03059;0;0;7,221323
11.01.2024/18:00;11.01.2024/17:00;SE1, SE2, SE3, SE4;22389,531535;10588,553251;6318,43;1,454495;1654,56656;3822,274586;0;0;4,252643
11.01.2024/19:00;11.01.2024/18:00;SE1, SE2, SE3, SE4;22405,684273;10033,162463;6317,14;1,211319;1676,011432;4375,149201;0;0;3,009858
11.01.2024/20:00;11.01.2024/19:00;SE1, SE2, SE3, SE4;22507,755841;9281,300362;6318,57;1,132112;1670,603069;5235,141793;0;0;1,008505
11.01.2024/21:00;11.01.2024/20:00;SE1, SE2, SE3, SE4;22809,728813;8502,398586;6318,72;1,611494;1641,232664;6341,554331;0;0;4,211738
11.01.2024/22:00;11.01.2024/21:00;SE1, SE2, SE3, SE4;22739,500714;7848,093703;6319,33;0,9542;1571,204882;6991,906656;0;0;8,011273
11.01.2024/23:00;11.01.2024/22:00;SE1, SE2, SE3, SE4;22596,511333;7302,350528;6320,06;1,019653;1390,002157;7564,882286;0;0;18,196709
12.01.2024/00:00;11.01.2024/23:00;SE1, SE2, SE3, SE4;22445,331324;6743,159459;6318,46;0,961724;1272,890279;8084,568298;0;0;25,291564
12.01.2024/01:00;12.01.2024/00:00;SE1, SE2, SE3, SE4;22657,854642;6632,478546;6317,85;0,901758;1141,015958;8535,568257;0;0;30,040123
12.01.2024/02:00;12.01.2024/01:00;SE1, SE2, SE3, SE4;23053,444178;6714,799299;6318,18;0,887467;1134,470216;8857,454717;0;0;27,652479
12.01.2024/03:00;12.01.2024/02:00;SE1, SE2, SE3, SE4;23253,122574;6507,7968;6314,75;0,872412;1138,365986;9262,711976;0;0;28,6254
12.01.2024/04:00;12.01.2024/03:00;SE1, SE2, SE3, SE4;23757,323704;6687,051111;6314,47;0,898939;1159,881776;9571,784727;0;0;23,237151
12.01.2024/05:00;12.01.2024/04:00;SE1, SE2, SE3, SE4;23835,4458;6921,019092;6314,05;1,209772;1248,217163;9332,78834;0;0;18,161433
12.01.2024/06:00;12.01.2024/05:00;SE1, SE2, SE3, SE4;24407,121404;7662,189839;6314,01;1,250614;1417,316704;8994,610172;0;0;17,744075
12.01.2024/07:00;12.01.2024/06:00;SE1, SE2, SE3, SE4;24936,546809;8269,406323;6313,87;1,506476;1556,008154;8778,578588;0;0;17,177268
12.01.2024/08:00;12.01.2024/07:00;SE1, SE2, SE3, SE4;25546,391481;9189,950414;6313,56;2,46125;1639,098882;8380,8337;0;0;20,487235
12.01.2024/09:00;12.01.2024/08:00;SE1, SE2, SE3, SE4;25679,249675;9904,458159;6313,27;19,270913;1654,538476;7763,196365;0;0;24,515762
12.01.2024/10:00;12.01.2024/09:00;SE1, SE2, SE3, SE4;25334,344256;10278,125978;6314,45;89,968457;1612,04586;7020,183639;0;0;19,570322
12.01.2024/11:00;12.01.2024/10:00;SE1, SE2, SE3, SE4;24760,264801;10560,870694;6312,39;161,540397;1600,318251;6103,623503;0;0;21,521956
12.01.2024/12:00;12.01.2024/11:00;SE1, SE2, SE3, SE4;24436,28651;11002,409107;6311,69;162,783612;1627,937564;5312,313849;0;0;19,152378
12.01.2024/13:00;12.01.2024/12:00;SE1, SE2, SE3, SE4;23847,195675;11181,16341;6311,42;100,227408;1643,797213;4589,535024;0;0;21,05262
12.01.2024/14:00;12.01.2024/13:00;SE1, SE2, SE3, SE4;23337,707227;11475,463176;6311,72;31,620312;1649,014914;3847,991102;0;0;21,897723
12.01.2024/15:00;12.01.2024/14:00;SE1, SE2, SE3, SE4;22809,617277;11543,281498;6313,96;4,35072;1628,22669;3301,615942;0;0;18,182427
12.01.2024/16:00;12.01.2024/15:00;SE1, SE2, SE3, SE4;22634,678831;11474,73254;6315,24;1,527712;1619,760999;3205,956387;0;0;17,461193
12.01.2024/17:00;12.01.2024/16:00;SE1, SE2, SE3, SE4;22667,496088;11391,098053;6314,87;1,718573;1610,831658;3327,851001;0;0;21,126803
12.01.2024/18:00;12.01.2024/17:00;SE1, SE2, SE3, SE4;22356,898545;10989,31251;6317,76;1,560084;1600,668186;3429,95447;0;0;17,643295
12.01.2024/19:00;12.01.2024/18:00;SE1, SE2, SE3, SE4;22035,988152;10682,400468;6317,99;1,476121;1601,511911;3415,382187;0;0;17,227465
12.01.2024/20:00;12.01.2024/19:00;SE1, SE2, SE3, SE4;21466,100486;9976,765058;6318,44;1,244659;1534,485452;3616,738544;0;0;18,426773
12.01.2024/21:00;12.01.2024/20:00;SE1, SE2, SE3, SE4;20821,444507;8984,964926;6317,77;1,52613;1441,983702;4062,006956;0;0;13,192793
12.01.2024/22:00;12.01.2024/21:00;SE1, SE2, SE3, SE4;20575,343598;8348,00007;6318,93;0,998325;1380,58044;4520,215322;0;0;6,619441
12.01.2024/23:00;12.01.2024/22:00;SE1, SE2, SE3, SE4;20789,445265;7874,583982;6318,62;1,062396;1323,070885;5270,072304;0;0;2,035698
13.01.2024/00:00;12.01.2024/23:00;SE1, SE2, SE3, SE4;20940,982231;7435,540354;6318,78;0,94506;1240,999937;5943,831519;0;0;0,885361
13.01.2024/01:00;13.01.2024/00:00;SE1, SE2, SE3, SE4;20511,520076;6821,522516;6319,09;0,903461;1123,4674;6245,709784;0;0;0,826915
13.01.2024/02:00;13.01.2024/01:00;SE1, SE2, SE3, SE4;20377,642945;6593,343068;6319,02;0,9036;1060,97594;6397,358975;0;0;6,041362
13.01.2024/03:00;13.01.2024/02:00;SE1, SE2, SE3, SE4;20538,825948;6688,216385;6318,9;0,91143;1047,810201;6464,799043;0;0;18,188889
13.01.2024/04:00;13.01.2024/03:00;SE1, SE2, SE3, SE4;20784,806669;7053,137989;6318,27;0,926164;1031,738333;6351,792866;0;0;28,941317
13.01.2024/05:00;13.01.2024/04:00;SE1, SE2, SE3, SE4;21094,043703;7517,741167;6318,18;1,006505;1036,835298;6187,270709;0;0;33,010024
13.01.2024/06:00;13.01.2024/05:00;SE1, SE2, SE3, SE4;21212,285123;8058,013258;6316,29;1,107797;1042,601804;5774,877789;0;0;19,394475
13.01.2024/07:00;13.01.2024/06:00;SE1, SE2, SE3, SE4;21341,587212;8599,08912;6317,53;1,283598;1055,694987;5357,087171;0;0;10,902336
13.01.2024/08:00;13.01.2024/07:00;SE1, SE2, SE3, SE4;21478,520085;9049,536542;6316,95;1,54057;1114,109698;4989,426969;0;0;6,956306
13.01.2024/09:00;13.01.2024/08:00;SE1, SE2, SE3, SE4;21395,575833;9340,924802;6316,67;3,993472;1154,1204;4572,115838;0;0;7,751321
13.01.2024/10:00;13.01.2024/09:00;SE1, SE2, SE3, SE4;21727,188291;9742,748177;6315,86;8,967049;1182,896846;4462,607916;0;0;14,108303
13.01.2024/11:00;13.01.2024/10:00;SE1, SE2, SE3, SE4;21699,730119;9887,814972;6314,05;17,523196;1190,726906;4273,618734;0;0;15,996311
13.01.2024/12:00;13.01.2024/11:00;SE1, SE2, SE3, SE4;21807,283968;10009,078198;6314,09;29,061597;1183,522194;4255,854345;0;0;15,677634
13.01.2024/13:00;13.01.2024/12:00;SE1, SE2, SE3, SE4;21926,965098;10067,975986;6315,91;28,234275;1189,356972;4310,157918;0;0;15,329947
13.01.2024/14:00;13.01.2024/13:00;SE1, SE2, SE3, SE4;22115,033907;10102,538215;6316,45;15,230687;1205,741106;4466,305293;0;0;8,768606
13.01.2024/15:00;13.01.2024/14:00;SE1, SE2, SE3, SE4;22611,581474;10424,391206;6316,13;2,555835;1216,666794;4643,823194;0;0;8,014445
13.01.2024/16:00;13.01.2024/15:00;SE1, SE2, SE3, SE4;22823,175233;10595,580172;6289,74;1,215818;1264,180722;4665,401579;0;0;7,056942
13.01.2024/17:00;13.01.2024/16:00;SE1, SE2, SE3, SE4;22940,975246;10524,032188;6269,94;1,315551;1294,241252;4843,906342;0;0;7,539913
13.01.2024/18:00;13.01.2024/17:00;SE1, SE2, SE3, SE4;22858,303386;10443,76741;6294,75;1,296649;1282,114847;4830,116886;0;0;6,257594
13.01.2024/19:00;13.01.2024/18:00;SE1, SE2, SE3, SE4;22855,5139;10383,031727;6317,26;1,166824;1255,00277;4889,580985;0;0;9,471594
13.01.2024/20:00;13.01.2024/19:00;SE1, SE2, SE3, SE4;22818,160136;10439,340477;6318,29;0,997943;1226,617251;4823,596728;0;0;9,317737
13.01.2024/21:00;13.01.2024/20:00;SE1, SE2, SE3, SE4;22666,350092;10465,170903;6321;1,390161;1139,011327;4727,943757;0;0;11,833944
13.01.2024/22:00;13.01.2024/21:00;SE1, SE2, SE3, SE4;22230,240023;10546,792287;6320,83;0,867062;1109,680446;4239,87933;0;0;12,190898
13.01.2024/23:00;13.01.2024/22:00;SE1, SE2, SE3, SE4;21513,105363;10192,220147;6304,62;0,965191;1073,602796;3924,383273;0;0;17,313956
14.01.2024/00:00;13.01.2024/23:00;SE1, SE2, SE3, SE4;20452,836509;9422,177706;6278,59;0,696539;1050,645534;3684,57956;0;0;16,14717
14.01.2024/01:00;14.01.2024/00:00;SE1, SE2, SE3, SE4;20046,873261;9122,188395;6279,27;0,679578;1063,535025;3563,292063;0;0;17,9082
14.01.2024/02:00;14.01.2024/01:00;SE1, SE2, SE3, SE4;19840,706148;9085,819482;6278,34;0,657092;1078,133606;3382,226913;0;0;15,529055
14.01.2024/03:00;14.01.2024/02:00;SE1, SE2, SE3, SE4;19548,463739;9002,857808;6279,67;0,673224;1098,879016;3150,769967;0;0;15,613724
14.01.2024/04:00;14.01.2024/03:00;SE1, SE2, SE3, SE4;19446,803826;9153,618293;6307;0,706725;1141,365023;2829,779786;0;0;14,333999
14.01.2024/05:00;14.01.2024/04:00;SE1, SE2, SE3, SE4;19448,643091;9286,704982;6321,82;0,767079;1168,906668;2655,157347;0;0;15,287015
14.01.2024/06:00;14.01.2024/05:00;SE1, SE2, SE3, SE4;19857,246624;9879,313926;6321,76;0,920673;1250,820344;2393,93798;0;0;10,493701
14.01.2024/07:00;14.01.2024/06:00;SE1, SE2, SE3, SE4;20163,22855;10450,195545;6321,36;1,079479;1269,879584;2109,947812;0;0;10,76613
14.01.2024/08:00;14.01.2024/07:00;SE1, SE2, SE3, SE4;20212,090885;10713,755183;6320,73;2,176578;1257,785094;1911,603031;0;0;6,040999
14.01.2024/09:00;14.01.2024/08:00;SE1, SE2, SE3, SE4;20078,331519;10897,515766;6319,74;24,268064;1254,261684;1577,741709;0;0;4,804296
14.01.2024/10:00;14.01.2024/09:00;SE1, SE2, SE3, SE4;20064,302944;11190,391367;6319,11;71,600151;1229,091052;1250,098893;0;0;4,011481
14.01.2024/11:00;14.01.2024/10:00;SE1, SE2, SE3, SE4;19951,973106;11152,623241;6319,44;102,554997;1210,623619;1163,808436;0;0;2,922813
14.01.2024/12:00;14.01.2024/11:00;SE1, SE2, SE3, SE4;19974,780362;11096,381756;6319,39;78,181107;1228,71455;1250,892319;0;0;1,22063
14.01.2024/13:00;14.01.2024/12:00;SE1, SE2, SE3, SE4;20181,006714;11145,138847;6317,15;46,330358;1256,809957;1414,267303;0;0;1,310249
14.01.2024/14:00;14.01.2024/13:00;SE1, SE2, SE3, SE4;20349,600137;11191,582872;6316,98;15,919231;1273,752079;1547,003759;0;0;4,362196
14.01.2024/15:00;14.01.2024/14:00;SE1, SE2, SE3, SE4;20679,333108;11285,127851;6315,93;2,546985;1284,190519;1783,51675;0;0;8,021003
14.01.2024/16:00;14.01.2024/15:00;SE1, SE2, SE3, SE4;21198,236057;11566,917166;6316,15;1,020792;1270,540936;2037,619576;0;0;5,987587
14.01.2024/17:00;14.01.2024/16:00;SE1, SE2, SE3, SE4;21560,521135;11696,160233;6317,08;1,061281;1297,881573;2238,72933;0;0;9,608718
14.01.2024/18:00;14.01.2024/17:00;SE1, SE2, SE3, SE4;21815,951416;11514,635204;6318,31;0,97073;1308,206909;2663,588101;0;0;10,240472
14.01.2024/19:00;14.01.2024/18:00;SE1, SE2, SE3, SE4;21682,493589;11279,873157;6316,85;0,823932;1314,932315;2764,539103;0;0;5,475082
14.01.2024/20:00;14.01.2024/19:00;SE1, SE2, SE3, SE4;21811,253464;11228,527275;6314,96;0,7494;1311,333599;2949,552732;0;0;6,130458
14.01.2024/21:00;14.01.2024/20:00;SE1, SE2, SE3, SE4;21711,188344;11048,453384;6314,13;1,169838;1227,409817;3115,645658;0;0;4,379647
14.01.2024/22:00;14.01.2024/21:00;SE1, SE2, SE3, SE4;21662,671961;10878,476952;6313,4;0,708398;1169,656527;3294,650858;0;0;5,779226
14.01.2024/23:00;14.01.2024/22:00;SE1, SE2, SE3, SE4;21440,243271;10237,013989;6313,27;0,760752;1139,831885;3745,481163;0;0;3,885482
